,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
192,2015-07-21,2015-07-21,Campaign29,inactive,15.0,0.0,1.446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,2015-07-20,2015-07-20,Campaign29,inactive,19.0,0.0,1.5552631578946998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
194,2015-07-19,2015-07-19,Campaign29,inactive,14.0,0.0,1.3921428571429,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
195,2015-07-18,2015-07-18,Campaign29,inactive,15.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
196,2015-07-17,2015-07-17,Campaign29,inactive,13.0,0.0,1.2438461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2015-07-16,2015-07-16,Campaign29,inactive,13.0,0.0,1.2661538461538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
198,2015-07-15,2015-07-15,Campaign29,inactive,34.0,0.0,1.4723529411765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,2015-07-14,2015-07-14,Campaign29,inactive,36.0,0.0,1.5163888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2015-07-13,2015-07-13,Campaign29,inactive,13.0,0.0,1.3892307692308,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
201,2015-07-10,2015-07-10,Campaign30,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2015-07-10,2015-07-10,Campaign31,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2015-07-10,2015-07-10,Campaign32,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2015-07-10,2015-07-10,Campaign33,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2015-07-10,2015-07-10,Campaign34,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2015-07-09,2015-07-09,Campaign31,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2015-07-09,2015-07-09,Campaign34,inactive,2.0,0.0,2.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2015-07-09,2015-07-09,Campaign32,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2015-07-09,2015-07-09,Campaign35,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2015-07-09,2015-07-09,Campaign33,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2015-07-09,2015-07-09,Campaign30,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2015-07-08,2015-07-08,Campaign34,inactive,3.0,0.0,2.7466666666667003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2015-07-08,2015-07-08,Campaign35,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2015-07-08,2015-07-08,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2015-07-08,2015-07-08,Campaign33,inactive,4.0,0.0,2.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2015-07-08,2015-07-08,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2015-07-08,2015-07-08,Campaign32,inactive,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2015-07-08,2015-07-08,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2015-07-08,2015-07-08,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2015-07-08,2015-07-08,Campaign31,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2015-07-08,2015-07-08,Campaign40,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2015-07-08,2015-07-08,Campaign30,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2015-07-07,2015-07-07,Campaign31,inactive,8.0,0.0,2.8775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
224,2015-07-07,2015-07-07,Campaign32,inactive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2015-07-07,2015-07-07,Campaign35,inactive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2015-07-07,2015-07-07,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2015-07-07,2015-07-07,Campaign40,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2015-07-07,2015-07-07,Campaign41,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2015-07-07,2015-07-07,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2015-07-07,2015-07-07,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2015-07-07,2015-07-07,Campaign34,inactive,5.0,0.0,2.648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
232,2015-07-07,2015-07-07,Campaign33,inactive,4.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2015-07-07,2015-07-07,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2015-07-07,2015-07-07,Campaign30,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2015-07-06,2015-07-06,Campaign42,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2015-07-06,2015-07-06,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2015-07-06,2015-07-06,Campaign30,inactive,1.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2015-07-06,2015-07-06,Campaign35,inactive,3.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2015-07-06,2015-07-06,Campaign33,inactive,1.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2015-07-06,2015-07-06,Campaign32,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2015-07-06,2015-07-06,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2015-07-06,2015-07-06,Campaign41,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2015-07-06,2015-07-06,Campaign40,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2015-07-06,2015-07-06,Campaign34,inactive,16.0,0.0,2.418125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245,2015-07-06,2015-07-06,Campaign31,inactive,9.0,0.0,2.2755555555556004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2015-07-06,2015-07-06,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2015-07-06,2015-07-06,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2015-07-05,2015-07-05,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2015-07-05,2015-07-05,Campaign33,inactive,8.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2015-07-05,2015-07-05,Campaign40,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2015-07-05,2015-07-05,Campaign41,inactive,2.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,2015-07-05,2015-07-05,Campaign35,inactive,5.0,0.0,2.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2015-07-05,2015-07-05,Campaign34,inactive,8.0,0.0,1.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2015-07-05,2015-07-05,Campaign31,inactive,11.0,0.0,2.3254545454545,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
255,2015-07-05,2015-07-05,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2015-07-05,2015-07-05,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
257,2015-07-05,2015-07-05,Campaign32,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2015-07-05,2015-07-05,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2015-07-05,2015-07-05,Campaign42,inactive,3.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2015-07-04,2015-07-04,Campaign41,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2015-07-04,2015-07-04,Campaign35,inactive,1.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2015-07-04,2015-07-04,Campaign31,inactive,10.0,0.0,2.337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
263,2015-07-04,2015-07-04,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2015-07-04,2015-07-04,Campaign34,inactive,5.0,0.0,2.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2015-07-04,2015-07-04,Campaign33,inactive,3.0,0.0,2.6966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2015-07-04,2015-07-04,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2015-07-04,2015-07-04,Campaign42,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2015-07-04,2015-07-04,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2015-07-04,2015-07-04,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2015-07-03,2015-07-03,Campaign34,inactive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2015-07-03,2015-07-03,Campaign39,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2015-07-03,2015-07-03,Campaign41,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2015-07-03,2015-07-03,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2015-07-03,2015-07-03,Campaign31,inactive,6.0,0.0,1.705,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
275,2015-07-03,2015-07-03,Campaign32,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2015-07-03,2015-07-03,Campaign33,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2015-07-03,2015-07-03,Campaign40,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2015-07-03,2015-07-03,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2015-07-03,2015-07-03,Campaign42,inactive,3.0,0.0,2.7866666666667004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2015-07-03,2015-07-03,Campaign36,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2015-07-03,2015-07-03,Campaign35,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2015-07-02,2015-07-02,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2015-07-02,2015-07-02,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2015-07-02,2015-07-02,Campaign33,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2015-07-02,2015-07-02,Campaign42,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2015-07-01,2015-07-01,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,2015-07-01,2015-07-01,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2015-06-30,2015-06-30,Campaign38,inactive,1.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2015-06-30,2015-06-30,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,2015-06-29,2015-06-29,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2015-06-29,2015-06-29,Campaign38,inactive,1.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2015-06-28,2015-06-28,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2015-06-28,2015-06-28,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2015-06-23,2015-06-23,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2015-06-23,2015-06-23,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,2015-06-22,2015-06-22,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2015-06-22,2015-06-22,Campaign38,inactive,1.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,2015-06-21,2015-06-21,Campaign38,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2015-06-21,2015-06-21,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2015-06-20,2015-06-20,Campaign38,inactive,1.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2015-06-19,2015-06-19,Campaign38,inactive,1.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2015-06-19,2015-06-19,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2015-06-18,2015-06-18,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2015-06-17,2015-06-17,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2015-06-16,2015-06-16,Campaign37,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2015-07-07,2015-07-07,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2015-07-06,2015-07-06,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2015-07-05,2015-07-05,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,2015-07-01,2015-07-01,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2015-06-30,2015-06-30,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2015-06-29,2015-06-29,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2015-06-28,2015-06-28,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2015-06-21,2015-06-21,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2015-06-19,2015-06-19,Campaign43,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2015-07-10,2015-07-10,Campaign44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,2015-07-10,2015-07-10,Campaign45,inactive,2.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2015-07-10,2015-07-10,Campaign46,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2015-07-10,2015-07-10,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2015-07-10,2015-07-10,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,2015-07-10,2015-07-10,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2015-07-10,2015-07-10,Campaign50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,2015-07-10,2015-07-10,Campaign51,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2015-07-09,2015-07-09,Campaign51,inactive,2.0,0.0,2.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2015-07-09,2015-07-09,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2015-07-09,2015-07-09,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2015-07-09,2015-07-09,Campaign44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2015-07-09,2015-07-09,Campaign45,inactive,7.0,0.0,1.6542857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2015-07-09,2015-07-09,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2015-07-09,2015-07-09,Campaign50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2015-07-09,2015-07-09,Campaign46,inactive,1.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2015-07-08,2015-07-08,Campaign45,inactive,3.0,0.0,2.8433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2015-07-08,2015-07-08,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2015-07-08,2015-07-08,Campaign52,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,2015-07-08,2015-07-08,Campaign51,inactive,13.0,0.0,1.6415384615384998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2015-07-08,2015-07-08,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,2015-07-08,2015-07-08,Campaign50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2015-07-08,2015-07-08,Campaign46,inactive,2.0,0.0,2.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2015-07-08,2015-07-08,Campaign53,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2015-07-08,2015-07-08,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2015-07-08,2015-07-08,Campaign44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2015-07-07,2015-07-07,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2015-07-07,2015-07-07,Campaign54,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2015-07-07,2015-07-07,Campaign50,inactive,3.0,0.0,1.9666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2015-07-07,2015-07-07,Campaign55,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2015-07-07,2015-07-07,Campaign51,inactive,31.0,0.0,2.4916129032258,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
346,2015-07-07,2015-07-07,Campaign52,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2015-07-07,2015-07-07,Campaign56,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,2015-07-07,2015-07-07,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2015-07-07,2015-07-07,Campaign44,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2015-07-07,2015-07-07,Campaign46,inactive,1.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,2015-07-07,2015-07-07,Campaign53,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2015-07-07,2015-07-07,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2015-07-07,2015-07-07,Campaign45,inactive,7.0,0.0,2.9271428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2015-07-06,2015-07-06,Campaign54,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,2015-07-06,2015-07-06,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2015-07-06,2015-07-06,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2015-07-06,2015-07-06,Campaign52,inactive,1.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,2015-07-06,2015-07-06,Campaign55,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2015-07-06,2015-07-06,Campaign50,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2015-07-06,2015-07-06,Campaign51,inactive,19.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
361,2015-07-06,2015-07-06,Campaign44,inactive,4.0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2015-07-06,2015-07-06,Campaign46,inactive,2.0,0.0,2.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2015-07-06,2015-07-06,Campaign45,inactive,4.0,0.0,2.7525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364,2015-07-06,2015-07-06,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2015-07-06,2015-07-06,Campaign56,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2015-07-06,2015-07-06,Campaign53,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,2015-07-05,2015-07-05,Campaign56,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,2015-07-05,2015-07-05,Campaign49,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2015-07-05,2015-07-05,Campaign44,inactive,7.0,0.0,2.5828571428571,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
370,2015-07-05,2015-07-05,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2015-07-05,2015-07-05,Campaign53,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2015-07-05,2015-07-05,Campaign54,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2015-07-05,2015-07-05,Campaign45,inactive,6.0,0.0,2.5033333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374,2015-07-05,2015-07-05,Campaign47,inactive,1.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
375,2015-07-05,2015-07-05,Campaign50,inactive,3.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,2015-07-05,2015-07-05,Campaign52,inactive,1.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2015-07-05,2015-07-05,Campaign55,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2015-07-05,2015-07-05,Campaign51,inactive,27.0,0.0,2.5644444444444,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
379,2015-07-05,2015-07-05,Campaign46,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2015-07-04,2015-07-04,Campaign56,inactive,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,2015-07-04,2015-07-04,Campaign45,inactive,1.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2015-07-04,2015-07-04,Campaign46,inactive,1.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2015-07-04,2015-07-04,Campaign51,inactive,10.0,0.0,2.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2015-07-04,2015-07-04,Campaign44,inactive,12.0,0.0,2.5725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
385,2015-07-04,2015-07-04,Campaign47,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2015-07-04,2015-07-04,Campaign50,inactive,2.0,0.0,2.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,2015-07-04,2015-07-04,Campaign48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
